T0: [-0.050000, 0.050000] [0.340000, 0.440000] [0.610000, 0.710000] [0.760000, 0.860000] [0.790000, 0.890000] [0.700000, 0.800000] [0.490000, 0.590000] [0.160000, 0.260000] [-0.050000, 0.050000] [-0.050000, 0.050000] [-0.050000, 0.050000] [-0.050000, 0.050000] [-0.050000, 0.050000] [-0.050000, 0.050000] [-0.050000, 0.050000] [-0.050000, 0.050000] [-0.050000, 0.050000] [-0.050000, 0.050000] [-0.050000, 0.050000] [-0.050000, 0.050000] 
T213: [0.165993, 0.266014] [0.153995, 0.254015] [0.165997, 0.266018] [0.153998, 0.254018] [0.165998, 0.266019] [0.153998, 0.254018] [0.165996, 0.266017] [0.153995, 0.254015] [0.165991, 0.266013] [0.153990, 0.254010] [0.165986, 0.266007] [0.153985, 0.254005] [0.165982, 0.266003] [0.153982, 0.254002] [0.165981, 0.266002] [0.153982, 0.254002] [0.165983, 0.266004] [0.153985, 0.254005] [0.165987, 0.266009] [0.153990, 0.254010] 
T214: [0.153993, 0.254013] [0.165995, 0.266016] [0.153996, 0.254017] [0.165997, 0.266019] [0.153998, 0.254018] [0.165997, 0.266018] [0.153996, 0.254016] [0.165993, 0.266015] [0.153992, 0.254012] [0.165989, 0.266010] [0.153987, 0.254007] [0.165984, 0.266005] [0.153983, 0.254004] [0.165981, 0.266003] [0.153982, 0.254002] [0.165982, 0.266003] [0.153984, 0.254004] [0.165985, 0.266007] [0.153988, 0.254008] [0.165990, 0.266011] 
T215: [0.165992, 0.266014] [0.153994, 0.254015] [0.165996, 0.266017] [0.153997, 0.254017] [0.165997, 0.266018] [0.153997, 0.254017] [0.165995, 0.266017] [0.153994, 0.254014] [0.165991, 0.266013] [0.153990, 0.254010] [0.165986, 0.266008] [0.153985, 0.254006] [0.165983, 0.266004] [0.153983, 0.254003] [0.165982, 0.266003] [0.153983, 0.254003] [0.165983, 0.266005] [0.153986, 0.254006] [0.165987, 0.266009] [0.153990, 0.254010] 
T216: [0.153992, 0.254013] [0.165994, 0.266016] [0.153996, 0.254016] [0.165996, 0.266018] [0.153997, 0.254017] [0.165996, 0.266018] [0.153995, 0.254016] [0.165993, 0.266015] [0.153992, 0.254012] [0.165988, 0.266010] [0.153987, 0.254008] [0.165984, 0.266006] [0.153984, 0.254004] [0.165982, 0.266004] [0.153983, 0.254003] [0.165982, 0.266004] [0.153984, 0.254005] [0.165985, 0.266007] [0.153988, 0.254008] [0.165990, 0.266012] 
T217: [0.165992, 0.266014] [0.153994, 0.254014] [0.165995, 0.266017] [0.153996, 0.254017] [0.165996, 0.266018] [0.153996, 0.254017] [0.165994, 0.266016] [0.153993, 0.254014] [0.165991, 0.266012] [0.153989, 0.254010] [0.165986, 0.266008] [0.153986, 0.254006] [0.165983, 0.266005] [0.153983, 0.254004] [0.165982, 0.266004] [0.153983, 0.254004] [0.165984, 0.266006] [0.153986, 0.254007] [0.165988, 0.266009] [0.153990, 0.254011] 
T218: [0.153992, 0.254013] [0.165993, 0.266015] [0.153995, 0.254016] [0.165995, 0.266017] [0.153996, 0.254017] [0.165995, 0.266017] [0.153995, 0.254015] [0.165992, 0.266014] [0.153991, 0.254012] [0.165988, 0.266010] [0.153987, 0.254008] [0.165985, 0.266007] [0.153984, 0.254005] [0.165983, 0.266005] [0.153983, 0.254004] [0.165983, 0.266005] [0.153985, 0.254005] [0.165986, 0.266008] [0.153988, 0.254009] [0.165990, 0.266012] 
T219: [0.165991, 0.266013] [0.153993, 0.254014] [0.165994, 0.266016] [0.153996, 0.254016] [0.165995, 0.266017] [0.153995, 0.254016] [0.165994, 0.266016] [0.153993, 0.254014] [0.165990, 0.266012] [0.153989, 0.254010] [0.165987, 0.266009] [0.153986, 0.254007] [0.165984, 0.266006] [0.153984, 0.254004] [0.165983, 0.266005] [0.153984, 0.254005] [0.165984, 0.266006] [0.153986, 0.254007] [0.165988, 0.266010] [0.153990, 0.254011] 
T220: [0.153992, 0.254012] [0.165993, 0.266015] [0.153994, 0.254015] [0.165995, 0.266017] [0.153995, 0.254016] [0.165994, 0.266017] [0.153994, 0.254015] [0.165992, 0.266014] [0.153991, 0.254012] [0.165988, 0.266011] [0.153988, 0.254008] [0.165985, 0.266007] [0.153985, 0.254006] [0.165983, 0.266005] [0.153984, 0.254005] [0.165983, 0.266006] [0.153985, 0.254006] [0.165986, 0.266008] [0.153988, 0.254009] [0.165989, 0.266012] 
T221: [0.165991, 0.266013] [0.153993, 0.254014] [0.165994, 0.266016] [0.153995, 0.254016] [0.165994, 0.266017] [0.153995, 0.254016] [0.165993, 0.266015] [0.153993, 0.254014] [0.165990, 0.266012] [0.153989, 0.254010] [0.165987, 0.266009] [0.153986, 0.254007] [0.165984, 0.266006] [0.153984, 0.254005] [0.165983, 0.266006] [0.153984, 0.254005] [0.165985, 0.266007] [0.153986, 0.254007] [0.165988, 0.266010] [0.153990, 0.254011] 
T222: [0.153991, 0.254012] [0.165992, 0.266015] [0.153994, 0.254015] [0.165994, 0.266016] [0.153995, 0.254016] [0.165994, 0.266016] [0.153994, 0.254015] [0.165992, 0.266014] [0.153991, 0.254012] [0.165988, 0.266011] [0.153988, 0.254009] [0.165985, 0.266008] [0.153985, 0.254006] [0.165984, 0.266006] [0.153984, 0.254005] [0.165984, 0.266006] [0.153985, 0.254006] [0.165986, 0.266008] [0.153988, 0.254009] [0.165989, 0.266012] 
T223: [0.165991, 0.266013] [0.153993, 0.254014] [0.165993, 0.266016] [0.153994, 0.254015] [0.165994, 0.266016] [0.153994, 0.254015] [0.165993, 0.266015] [0.153992, 0.254013] [0.165990, 0.266012] [0.153989, 0.254010] [0.165987, 0.266009] [0.153986, 0.254007] [0.165984, 0.266007] [0.153985, 0.254006] [0.165984, 0.266006] [0.153985, 0.254006] [0.165985, 0.266007] [0.153987, 0.254008] [0.165988, 0.266010] [0.153990, 0.254011] 
T224: [0.153991, 0.254012] [0.165992, 0.266014] [0.153993, 0.254015] [0.165993, 0.266016] [0.153994, 0.254015] [0.165993, 0.266016] [0.153993, 0.254014] [0.165991, 0.266014] [0.153991, 0.254012] [0.165988, 0.266011] [0.153988, 0.254009] [0.165986, 0.266008] [0.153985, 0.254007] [0.165984, 0.266007] [0.153985, 0.254006] [0.165984, 0.266007] [0.153986, 0.254007] [0.165986, 0.266009] [0.153988, 0.254009] [0.165989, 0.266012] 
T225: [0.165990, 0.266013] [0.153992, 0.254013] [0.165993, 0.266015] [0.153994, 0.254015] [0.165993, 0.266016] [0.153994, 0.254015] [0.165992, 0.266015] [0.153992, 0.254013] [0.165990, 0.266012] [0.153989, 0.254011] [0.165987, 0.266010] [0.153987, 0.254008] [0.165985, 0.266007] [0.153985, 0.254006] [0.165984, 0.266007] [0.153985, 0.254006] [0.165985, 0.266008] [0.153987, 0.254008] [0.165988, 0.266010] [0.153989, 0.254011] 
T226: [0.153991, 0.254012] [0.165991, 0.266014] [0.153993, 0.254014] [0.165993, 0.266016] [0.153994, 0.254015] [0.165993, 0.266015] [0.153993, 0.254014] [0.165991, 0.266014] [0.153990, 0.254012] [0.165988, 0.266011] [0.153988, 0.254009] [0.165986, 0.266009] [0.153986, 0.254007] [0.165984, 0.266007] [0.153985, 0.254006] [0.165985, 0.266007] [0.153986, 0.254007] [0.165986, 0.266009] [0.153988, 0.254010] [0.165989, 0.266012] 
T227: [0.165990, 0.266013] [0.153992, 0.254013] [0.165992, 0.266015] [0.153993, 0.254015] [0.165993, 0.266016] [0.153993, 0.254015] [0.165992, 0.266015] [0.153991, 0.254013] [0.165989, 0.266012] [0.153989, 0.254011] [0.165987, 0.266010] [0.153987, 0.254008] [0.165985, 0.266008] [0.153985, 0.254007] [0.165984, 0.266007] [0.153985, 0.254007] [0.165985, 0.266008] [0.153987, 0.254009] [0.165988, 0.266011] [0.153989, 0.254011] 
T228: [0.153991, 0.254012] [0.165991, 0.266014] [0.153992, 0.254014] [0.165992, 0.266015] [0.153993, 0.254015] [0.165992, 0.266015] [0.153992, 0.254014] [0.165991, 0.266014] [0.153990, 0.254012] [0.165988, 0.266011] [0.153988, 0.254009] [0.165986, 0.266009] [0.153986, 0.254008] [0.165985, 0.266008] [0.153985, 0.254007] [0.165985, 0.266008] [0.153986, 0.254008] [0.165986, 0.266009] [0.153988, 0.254010] [0.165989, 0.266012] 
T229: [0.165990, 0.266013] [0.153991, 0.254013] [0.165992, 0.266015] [0.153993, 0.254014] [0.165992, 0.266015] [0.153993, 0.254014] [0.165991, 0.266014] [0.153991, 0.254013] [0.165989, 0.266012] [0.153989, 0.254011] [0.165987, 0.266010] [0.153987, 0.254009] [0.165985, 0.266008] [0.153986, 0.254007] [0.165985, 0.266008] [0.153986, 0.254007] [0.165986, 0.266009] [0.153987, 0.254009] [0.165988, 0.266011] [0.153989, 0.254011] 
T230: [0.153990, 0.254012] [0.165991, 0.266014] [0.153992, 0.254014] [0.165992, 0.266015] [0.153993, 0.254014] [0.165992, 0.266015] [0.153992, 0.254014] [0.165990, 0.266013] [0.153990, 0.254012] [0.165988, 0.266011] [0.153988, 0.254010] [0.165986, 0.266009] [0.153986, 0.254008] [0.165985, 0.266008] [0.153986, 0.254007] [0.165985, 0.266008] [0.153986, 0.254008] [0.165987, 0.266010] [0.153988, 0.254010] [0.165989, 0.266012] 
T231: [0.165990, 0.266013] [0.153991, 0.254013] [0.165991, 0.266015] [0.153992, 0.254014] [0.165992, 0.266015] [0.153992, 0.254014] [0.165991, 0.266014] [0.153991, 0.254013] [0.165989, 0.266012] [0.153989, 0.254011] [0.165987, 0.266010] [0.153987, 0.254009] [0.165985, 0.266009] [0.153986, 0.254008] [0.165985, 0.266008] [0.153986, 0.254008] [0.165986, 0.266009] [0.153987, 0.254009] [0.165988, 0.266011] [0.153989, 0.254011] 
T232: [0.153990, 0.254012] [0.165990, 0.266014] [0.153992, 0.254014] [0.165991, 0.266015] [0.153992, 0.254014] [0.165991, 0.266015] [0.153991, 0.254014] [0.165990, 0.266013] [0.153990, 0.254012] [0.165988, 0.266011] [0.153988, 0.254010] [0.165986, 0.266010] [0.153986, 0.254008] [0.165985, 0.266009] [0.153986, 0.254008] [0.165985, 0.266009] [0.153986, 0.254009] [0.165987, 0.266010] [0.153988, 0.254010] [0.165989, 0.266012] 
T233: [0.165989, 0.266013] [0.153991, 0.254013] [0.165991, 0.266014] [0.153992, 0.254014] [0.165991, 0.266015] [0.153992, 0.254014] [0.165991, 0.266014] [0.153991, 0.254013] [0.165989, 0.266012] [0.153989, 0.254011] [0.165987, 0.266011] [0.153987, 0.254009] [0.165986, 0.266009] [0.153986, 0.254008] [0.165985, 0.266009] [0.153986, 0.254008] [0.165986, 0.266009] [0.153987, 0.254009] [0.165988, 0.266011] [0.153989, 0.254011] 
T234: [0.153990, 0.254012] [0.165990, 0.266014] [0.153991, 0.254014] [0.165991, 0.266015] [0.153992, 0.254014] [0.165991, 0.266015] [0.153991, 0.254013] [0.165990, 0.266013] [0.153990, 0.254012] [0.165988, 0.266012] [0.153988, 0.254010] [0.165986, 0.266010] [0.153986, 0.254009] [0.165985, 0.266009] [0.153986, 0.254008] [0.165985, 0.266009] [0.153987, 0.254009] [0.165987, 0.266010] [0.153988, 0.254010] [0.165988, 0.266012] 
T235: [0.165989, 0.266013] [0.153991, 0.254013] [0.165991, 0.266014] [0.153991, 0.254014] [0.165991, 0.266015] [0.153991, 0.254014] [0.165990, 0.266014] [0.153990, 0.254013] [0.165989, 0.266013] [0.153989, 0.254011] [0.165987, 0.266011] [0.153987, 0.254009] [0.165986, 0.266009] [0.153986, 0.254009] [0.165985, 0.266009] [0.153986, 0.254009] [0.165986, 0.266010] [0.153987, 0.254010] [0.165987, 0.266011] [0.153989, 0.254011] 
T236: [0.153990, 0.254012] [0.165990, 0.266014] [0.153991, 0.254013] [0.165991, 0.266015] [0.153991, 0.254014] [0.165990, 0.266014] [0.153991, 0.254013] [0.165989, 0.266013] [0.153989, 0.254012] [0.165988, 0.266012] [0.153988, 0.254010] [0.165986, 0.266010] [0.153987, 0.254009] [0.165985, 0.266009] [0.153986, 0.254009] [0.165986, 0.266010] [0.153987, 0.254009] [0.165987, 0.266011] [0.153988, 0.254011] [0.165988, 0.266012] 
T237: [0.165989, 0.266013] [0.153990, 0.254013] [0.165990, 0.266014] [0.153991, 0.254014] [0.165991, 0.266015] [0.153991, 0.254014] [0.165990, 0.266014] [0.153990, 0.254013] [0.165989, 0.266013] [0.153989, 0.254011] [0.165987, 0.266011] [0.153987, 0.254010] [0.165986, 0.266010] [0.153986, 0.254009] [0.165985, 0.266009] [0.153986, 0.254009] [0.165986, 0.266010] [0.153987, 0.254010] [0.165987, 0.266011] [0.153989, 0.254011] 
T238: [0.153989, 0.254012] [0.165990, 0.266014] [0.153991, 0.254013] [0.165990, 0.266014] [0.153991, 0.254014] [0.165990, 0.266014] [0.153991, 0.254013] [0.165989, 0.266013] [0.153989, 0.254012] [0.165988, 0.266012] [0.153988, 0.254011] [0.165986, 0.266010] [0.153987, 0.254009] [0.165986, 0.266010] [0.153986, 0.254009] [0.165986, 0.266010] [0.153987, 0.254009] [0.165987, 0.266011] [0.153988, 0.254011] [0.165988, 0.266012] 
T239: [0.165989, 0.266013] [0.153990, 0.254013] [0.165990, 0.266014] [0.153991, 0.254014] [0.165990, 0.266014] [0.153991, 0.254013] [0.165990, 0.266014] [0.153990, 0.254013] [0.165988, 0.266013] [0.153989, 0.254011] [0.165987, 0.266011] [0.153987, 0.254010] [0.165986, 0.266010] [0.153986, 0.254009] [0.165986, 0.266010] [0.153987, 0.254009] [0.165986, 0.266010] [0.153987, 0.254010] [0.165987, 0.266012] [0.153989, 0.254011] 
T240: [0.153989, 0.254012] [0.165989, 0.266014] [0.153990, 0.254013] [0.165990, 0.266014] [0.153991, 0.254014] [0.165990, 0.266014] [0.153990, 0.254013] [0.165989, 0.266013] [0.153989, 0.254012] [0.165988, 0.266012] [0.153988, 0.254011] [0.165986, 0.266011] [0.153987, 0.254010] [0.165986, 0.266010] [0.153986, 0.254009] [0.165986, 0.266010] [0.153987, 0.254010] [0.165987, 0.266011] [0.153988, 0.254011] [0.165988, 0.266012] 
T241: [0.165989, 0.266013] [0.153990, 0.254013] [0.165990, 0.266014] [0.153990, 0.254013] [0.165990, 0.266014] [0.153990, 0.254013] [0.165989, 0.266014] [0.153990, 0.254013] [0.165988, 0.266013] [0.153988, 0.254011] [0.165987, 0.266011] [0.153987, 0.254010] [0.165986, 0.266010] [0.153987, 0.254010] [0.165986, 0.266010] [0.153987, 0.254010] [0.165986, 0.266011] [0.153987, 0.254010] [0.165987, 0.266012] [0.153989, 0.254012] 
T242: [0.153989, 0.254012] [0.165989, 0.266014] [0.153990, 0.254013] [0.165990, 0.266014] [0.153990, 0.254013] [0.165990, 0.266014] [0.153990, 0.254013] [0.165989, 0.266013] [0.153989, 0.254012] [0.165988, 0.266012] [0.153988, 0.254011] [0.165986, 0.266011] [0.153987, 0.254010] [0.165986, 0.266010] [0.153987, 0.254010] [0.165986, 0.266010] [0.153987, 0.254010] [0.165987, 0.266011] [0.153988, 0.254011] [0.165988, 0.266012] 
T243: [0.165988, 0.266013] [0.153990, 0.254013] [0.165989, 0.266014] [0.153990, 0.254013] [0.165990, 0.266014] [0.153990, 0.254013] [0.165989, 0.266014] [0.153989, 0.254013] [0.165988, 0.266013] [0.153988, 0.254012] [0.165987, 0.266012] [0.153987, 0.254010] [0.165986, 0.266011] [0.153987, 0.254010] [0.165986, 0.266010] [0.153987, 0.254010] [0.165986, 0.266011] [0.153987, 0.254011] [0.165987, 0.266012] [0.153988, 0.254012] 
T244: [0.153989, 0.254012] [0.165989, 0.266014] [0.153990, 0.254013] [0.165989, 0.266014] [0.153990, 0.254013] [0.165989, 0.266014] [0.153990, 0.254013] [0.165989, 0.266013] [0.153989, 0.254012] [0.165987, 0.266012] [0.153988, 0.254011] [0.165986, 0.266011] [0.153987, 0.254010] [0.165986, 0.266011] [0.153987, 0.254010] [0.165986, 0.266011] [0.153987, 0.254010] [0.165987, 0.266011] [0.153988, 0.254011] [0.165988, 0.266013] 
T245: [0.165988, 0.266013] [0.153989, 0.254013] [0.165989, 0.266014] [0.153990, 0.254013] [0.165989, 0.266014] [0.153990, 0.254013] [0.165989, 0.266014] [0.153989, 0.254013] [0.165988, 0.266013] [0.153988, 0.254012] [0.165987, 0.266012] [0.153987, 0.254011] [0.165986, 0.266011] [0.153987, 0.254010] [0.165986, 0.266011] [0.153987, 0.254010] [0.165986, 0.266011] [0.153987, 0.254011] [0.165987, 0.266012] [0.153988, 0.254012] 
T246: [0.153989, 0.254012] [0.165989, 0.266014] [0.153990, 0.254013] [0.165989, 0.266014] [0.153990, 0.254013] [0.165989, 0.266014] [0.153989, 0.254013] [0.165988, 0.266013] [0.153989, 0.254012] [0.165987, 0.266012] [0.153988, 0.254011] [0.165986, 0.266011] [0.153987, 0.254010] [0.165986, 0.266011] [0.153987, 0.254010] [0.165986, 0.266011] [0.153987, 0.254011] [0.165987, 0.266012] [0.153988, 0.254011] [0.165988, 0.266013] 
T247: [0.165988, 0.266013] [0.153989, 0.254013] [0.165989, 0.266014] [0.153990, 0.254013] [0.165989, 0.266014] [0.153990, 0.254013] [0.165989, 0.266014] [0.153989, 0.254013] [0.165988, 0.266013] [0.153988, 0.254012] [0.165987, 0.266012] [0.153987, 0.254011] [0.165986, 0.266011] [0.153987, 0.254010] [0.165986, 0.266011] [0.153987, 0.254010] [0.165986, 0.266011] [0.153987, 0.254011] [0.165987, 0.266012] [0.153988, 0.254012] 
T248: [0.153989, 0.254012] [0.165988, 0.266014] [0.153989, 0.254013] [0.165989, 0.266014] [0.153990, 0.254013] [0.165989, 0.266014] [0.153989, 0.254013] [0.165988, 0.266013] [0.153989, 0.254012] [0.165987, 0.266012] [0.153988, 0.254011] [0.165986, 0.266012] [0.153987, 0.254011] [0.165986, 0.266011] [0.153987, 0.254010] [0.165986, 0.266011] [0.153987, 0.254011] [0.165987, 0.266012] [0.153988, 0.254011] [0.165988, 0.266013] 
T249: [0.165988, 0.266013] [0.153989, 0.254013] [0.165989, 0.266014] [0.153989, 0.254013] [0.165989, 0.266014] [0.153989, 0.254013] [0.165988, 0.266014] [0.153989, 0.254013] [0.165988, 0.266013] [0.153988, 0.254012] [0.165987, 0.266012] [0.153987, 0.254011] [0.165986, 0.266011] [0.153987, 0.254011] [0.165986, 0.266011] [0.153987, 0.254011] [0.165986, 0.266012] [0.153987, 0.254011] [0.165987, 0.266012] [0.153988, 0.254012] 
T250: [0.153988, 0.254012] [0.165988, 0.266014] [0.153989, 0.254013] [0.165989, 0.266014] [0.153989, 0.254013] [0.165989, 0.266014] [0.153989, 0.254013] [0.165988, 0.266013] [0.153988, 0.254012] [0.165987, 0.266013] [0.153988, 0.254012] [0.165986, 0.266012] [0.153987, 0.254011] [0.165986, 0.266011] [0.153987, 0.254011] [0.165986, 0.266011] [0.153987, 0.254011] [0.165987, 0.266012] [0.153988, 0.254012] [0.165987, 0.266013] 
T251: [0.165988, 0.266013] [0.153989, 0.254013] [0.165988, 0.266014] [0.153989, 0.254013] [0.165988, 0.266014] [0.153989, 0.254013] [0.165988, 0.266014] [0.153989, 0.254013] [0.165988, 0.266013] [0.153988, 0.254012] [0.165987, 0.266012] [0.153987, 0.254011] [0.165986, 0.266012] [0.153987, 0.254011] [0.165986, 0.266012] [0.153987, 0.254011] [0.165986, 0.266012] [0.153987, 0.254011] [0.165987, 0.266012] [0.153988, 0.254012] 
T252: [0.153988, 0.254012] [0.165988, 0.266014] [0.153989, 0.254013] [0.165988, 0.266014] [0.153989, 0.254013] [0.165988, 0.266014] [0.153989, 0.254013] [0.165988, 0.266013] [0.153988, 0.254012] [0.165987, 0.266013] [0.153988, 0.254012] [0.165986, 0.266012] [0.153987, 0.254011] [0.165986, 0.266012] [0.153987, 0.254011] [0.165986, 0.266012] [0.153987, 0.254011] [0.165987, 0.266012] [0.153988, 0.254012] [0.165987, 0.266013] 
T253: [0.165988, 0.266013] [0.153989, 0.254013] [0.165988, 0.266014] [0.153989, 0.254013] [0.165988, 0.266014] [0.153989, 0.254013] [0.165988, 0.266014] [0.153989, 0.254013] [0.165987, 0.266013] [0.153988, 0.254012] [0.165987, 0.266012] [0.153987, 0.254011] [0.165986, 0.266012] [0.153987, 0.254011] [0.165986, 0.266012] [0.153987, 0.254011] [0.165986, 0.266012] [0.153987, 0.254011] [0.165987, 0.266013] [0.153988, 0.254012] 
T254: [0.153988, 0.254013] [0.165988, 0.266014] [0.153989, 0.254013] [0.165988, 0.266014] [0.153989, 0.254013] [0.165988, 0.266014] [0.153989, 0.254013] [0.165988, 0.266013] [0.153988, 0.254012] [0.165987, 0.266013] [0.153987, 0.254012] [0.165986, 0.266012] [0.153987, 0.254011] [0.165986, 0.266012] [0.153987, 0.254011] [0.165986, 0.266012] [0.153987, 0.254011] [0.165987, 0.266012] [0.153988, 0.254012] [0.165987, 0.266013] 
T255: [0.165987, 0.266013] [0.153988, 0.254013] [0.165988, 0.266014] [0.153989, 0.254013] [0.165988, 0.266014] [0.153989, 0.254013] [0.165988, 0.266014] [0.153988, 0.254013] [0.165987, 0.266013] [0.153988, 0.254012] [0.165987, 0.266013] [0.153987, 0.254012] [0.165986, 0.266012] [0.153987, 0.254011] [0.165986, 0.266012] [0.153987, 0.254011] [0.165986, 0.266012] [0.153987, 0.254012] [0.165987, 0.266013] [0.153988, 0.254012] 
T256: [0.153988, 0.254013] [0.165988, 0.266014] [0.153989, 0.254013] [0.165988, 0.266014] [0.153989, 0.254013] [0.165988, 0.266014] [0.153988, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266013] [0.153987, 0.254012] [0.165986, 0.266012] [0.153987, 0.254011] [0.165986, 0.266012] [0.153987, 0.254011] [0.165986, 0.266012] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165987, 0.266013] 
T257: [0.165987, 0.266013] [0.153988, 0.254013] [0.165988, 0.266014] [0.153989, 0.254013] [0.165988, 0.266014] [0.153989, 0.254013] [0.165988, 0.266014] [0.153988, 0.254013] [0.165987, 0.266013] [0.153988, 0.254012] [0.165987, 0.266013] [0.153987, 0.254012] [0.165986, 0.266012] [0.153987, 0.254011] [0.165986, 0.266012] [0.153987, 0.254011] [0.165986, 0.266012] [0.153987, 0.254012] [0.165987, 0.266013] [0.153988, 0.254012] 
T258: [0.153988, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165988, 0.266014] [0.153989, 0.254013] [0.165988, 0.266014] [0.153988, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165986, 0.266012] [0.153987, 0.254011] [0.165986, 0.266012] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165987, 0.266013] 
T259: [0.165987, 0.266014] [0.153988, 0.254013] [0.165988, 0.266014] [0.153988, 0.254013] [0.165988, 0.266014] [0.153988, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266013] [0.153988, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165986, 0.266012] [0.153987, 0.254012] [0.165986, 0.266012] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165987, 0.266013] [0.153988, 0.254012] 
T260: [0.153988, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165988, 0.266014] [0.153988, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165986, 0.266012] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165987, 0.266013] 
T261: [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165987, 0.266013] [0.153988, 0.254013] 
T262: [0.153988, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165987, 0.266013] 
T263: [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266014] [0.153987, 0.254013] [0.165986, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254013] 
T264: [0.153988, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165986, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165987, 0.266014] 
T265: [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266014] [0.153987, 0.254013] [0.165986, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254013] 
T266: [0.153987, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266014] [0.153987, 0.254013] [0.165986, 0.266014] [0.153987, 0.254013] [0.165986, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254013] [0.165986, 0.266014] 
T267: [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266014] [0.153987, 0.254013] [0.165987, 0.266014] [0.153987, 0.254013] [0.165986, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254013] [0.165986, 0.266013] [0.153987, 0.254013] 
T268: [0.153987, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266014] [0.153988, 0.254013] [0.165987, 0.266014] [0.153987, 0.254013] [0.165986, 0.266014] [0.153987, 0.254013] [0.165986, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254012] [0.165986, 0.266013] [0.153987, 0.254013] [0.165986, 0.266014] 
