T0: [-0.050000, 0.050000] [0.340000, 0.440000] [0.610000, 0.710000] [0.760000, 0.860000] [0.790000, 0.890000] [0.700000, 0.800000] [0.490000, 0.590000] [0.160000, 0.260000] [-0.050000, 0.050000] [-0.050000, 0.050000] [-0.050000, 0.050000] [-0.050000, 0.050000] [-0.050000, 0.050000] [-0.050000, 0.050000] [-0.050000, 0.050000] [-0.050000, 0.050000] [-0.050000, 0.050000] [-0.050000, 0.050000] [-0.050000, 0.050000] [-0.050000, 0.050000] 
T42: [0.169204, 0.269207] [0.195456, 0.295459] [0.190625, 0.290628] [0.209705, 0.309709] [0.198043, 0.298047] [0.207233, 0.307237] [0.188605, 0.288608] [0.188990, 0.288994] [0.165941, 0.265944] [0.161980, 0.261983] [0.138744, 0.238746] [0.136534, 0.236536] [0.117398, 0.217401] [0.122346, 0.222348] [0.110020, 0.210022] [0.124805, 0.224807] [0.119407, 0.219409] [0.142978, 0.242980] [0.142000, 0.242002] [0.169959, 0.269961] 
T43: [0.182707, 0.282710] [0.179915, 0.279918] [0.202581, 0.302584] [0.194334, 0.294338] [0.208469, 0.308473] [0.193324, 0.293327] [0.198112, 0.298115] [0.177273, 0.277276] [0.175485, 0.275488] [0.152342, 0.252345] [0.149257, 0.249260] [0.128071, 0.228073] [0.129440, 0.229442] [0.113709, 0.213711] [0.123575, 0.223578] [0.114713, 0.214716] [0.133891, 0.233894] [0.130703, 0.230706] [0.156468, 0.256471] [0.155602, 0.255604] 
T44: [0.167758, 0.267761] [0.192644, 0.292647] [0.187124, 0.287128] [0.205525, 0.305529] [0.193829, 0.293833] [0.203291, 0.303294] [0.185298, 0.285302] [0.186798, 0.286802] [0.164807, 0.264811] [0.162371, 0.262374] [0.140206, 0.240209] [0.139348, 0.239351] [0.120890, 0.220892] [0.126507, 0.226510] [0.114211, 0.214214] [0.128733, 0.228736] [0.122708, 0.222711] [0.145180, 0.245182] [0.143152, 0.243155] [0.169588, 0.269591] 
T45: [0.181116, 0.281119] [0.177441, 0.277444] [0.199084, 0.299088] [0.190477, 0.290480] [0.204408, 0.304411] [0.189564, 0.289567] [0.195044, 0.295048] [0.175053, 0.275056] [0.174585, 0.274588] [0.152507, 0.252510] [0.150859, 0.250863] [0.130548, 0.230551] [0.132928, 0.232931] [0.117550, 0.217553] [0.127620, 0.227623] [0.118460, 0.218462] [0.136956, 0.236959] [0.132930, 0.232933] [0.157384, 0.257387] [0.155455, 0.255458] 
T46: [0.166448, 0.266451] [0.190100, 0.290104] [0.183959, 0.283962] [0.201746, 0.301750] [0.190020, 0.290024] [0.199726, 0.299730] [0.182308, 0.282312] [0.184814, 0.284818] [0.163780, 0.263783] [0.162722, 0.262725] [0.141527, 0.241530] [0.141894, 0.241897] [0.124049, 0.224052] [0.130274, 0.230277] [0.118005, 0.218008] [0.132288, 0.232291] [0.125695, 0.225698] [0.147170, 0.247173] [0.144193, 0.244196] [0.169250, 0.269253] 
T47: [0.179675, 0.279678] [0.175203, 0.275207] [0.195923, 0.295927] [0.186989, 0.286993] [0.200736, 0.300740] [0.186164, 0.286168] [0.192270, 0.292274] [0.173044, 0.273048] [0.173768, 0.273772] [0.152654, 0.252657] [0.152308, 0.252311] [0.132788, 0.232791] [0.136084, 0.236087] [0.121027, 0.221030] [0.131281, 0.231284] [0.121850, 0.221853] [0.139729, 0.239732] [0.134944, 0.234947] [0.158210, 0.258213] [0.155320, 0.255323] 
T48: [0.165262, 0.265265] [0.187799, 0.287803] [0.181096, 0.281100] [0.198329, 0.298333] [0.186577, 0.286581] [0.196503, 0.296507] [0.179604, 0.279608] [0.183019, 0.283023] [0.162849, 0.262852] [0.163038, 0.263042] [0.142721, 0.242724] [0.144196, 0.244199] [0.126908, 0.226911] [0.133682, 0.233685] [0.121438, 0.221441] [0.135505, 0.235508] [0.128397, 0.228400] [0.148969, 0.248972] [0.145132, 0.245135] [0.168942, 0.268946] 
T49: [0.178370, 0.278374] [0.173179, 0.273183] [0.193064, 0.293068] [0.183836, 0.283840] [0.197416, 0.297420] [0.183090, 0.283094] [0.189761, 0.289765] [0.171226, 0.271230] [0.173028, 0.273032] [0.152785, 0.252788] [0.153617, 0.253620] [0.134814, 0.234817] [0.138939, 0.238942] [0.124173, 0.224176] [0.134594, 0.234597] [0.124918, 0.224921] [0.142237, 0.242240] [0.136764, 0.236767] [0.158956, 0.258959] [0.155197, 0.255200] 
T50: [0.164188, 0.264191] [0.185717, 0.285721] [0.178508, 0.278512] [0.195240, 0.295244] [0.183463, 0.283467] [0.193588, 0.293593] [0.177158, 0.277162] [0.181395, 0.281399] [0.162006, 0.262009] [0.163323, 0.263326] [0.143799, 0.243803] [0.146278, 0.246281] [0.129494, 0.229497] [0.136766, 0.236770] [0.124545, 0.224548] [0.138415, 0.238419] [0.130841, 0.230844] [0.150596, 0.250600] [0.145981, 0.245984] [0.168663, 0.268667] 
T51: [0.177190, 0.277194] [0.171348, 0.271352] [0.190478, 0.290483] [0.180985, 0.280989] [0.194414, 0.294419] [0.180311, 0.280315] [0.187492, 0.287496] [0.169582, 0.269586] [0.172359, 0.272363] [0.152902, 0.252906] [0.154800, 0.254804] [0.136647, 0.236650] [0.141522, 0.241525] [0.127019, 0.227023] [0.137591, 0.237594] [0.127693, 0.227696] [0.144506, 0.244509] [0.138411, 0.238414] [0.159630, 0.259633] [0.155084, 0.255088] 
